A1-11,A,A1,Account enumeration via register/login responses,security,low,src/app/api/auth/register/route.ts,20-25,"Register returns an explicit 409 for an existing email, and login takes measurably longer (bcrypt) for a known email than an unknown one.",Anyone can test whether a given email has an account by observing the response or its timing.,Run a dummy bcrypt compare for unknown users,account-enumeration
A1-12,A,A1,bcrypt silently truncates passwords beyond 72 bytes,security,low,src/lib/validation.ts,6,The password schema allows up to 200 characters but bcrypt only uses the first 72 bytes.,Two different long passwords sharing the same 72-byte prefix are treated as equivalent.,Cap password length at 72 bytes or pre-hash,bcrypt-72-byte-truncation
A1-13,A,A1,"No account lifecycle (reset, verification, deletion)",security,low,missing throughout,,"There is no password reset, email verification, change password/email, or account and data deletion.","A forgotten password means a permanently lost account, and anyone can register an email they don't own.","Add reset, verification and deletion flows before launch",no-session-revocation-account-lifecycle
A1-14,A,A1,Origin and Content-Type not checked on state-changing routes,security,low,src/app/api/auth/login/route.ts,8,Mutating routes rely solely on SameSite=Lax; req.json() parses regardless of Content-Type and Origin is never checked.,"A cross-site form can trigger login CSRF, logging a victim into an attacker-controlled account.",Require JSON Content-Type and verify Origin,no-csrf-origin-check
A1-15,A,A1,JWT verification is not pinned,security,low,src/lib/auth.ts,44,"jwtVerify is called with no algorithms, issuer or audience option.",,"Pass algorithms, issuer and audience options",jwt-verification-not-pinned
A1-16,A,A1,Share links are indexable and never expire,security,low,src/app/s/[token]/page.tsx,12-22,"Share pages have no robots noindex, no Cache-Control and no expiry option, and the token is stored in plaintext.",A publicly posted link can be indexed by search engines and stays live until manually revoked.,"Add robots noindex, expiry option, hash the stored token",share-links-no-noindex-no-expiry
A1-17,A,A1,serializeIdea returns the whole row,security,low,src/lib/serialize-idea.ts,7,"Using ...idea includes userId and automatically exposes any column added later, unlike the public share route's explicit allow-list.",,Use an explicit allow-list in serializeIdea,serialize-idea-overexposure
A1-18,A,A1,getCurrentUser loads passwordHash on every request,security,low,src/lib/session.ts,40,"The user lookup has no select clause, so it returns passwordHash on every page render via the layout header.",A future response that serializes the user object directly would leak the password hash.,"Select only id, email and name",get-current-user-loads-password-hash
A1-19,A,A1,Client fetch errors are not handled,correctness,low,src/components/auth-form.tsx,26,"fetch rejections are uncaught across several forms, and delete/share/revoke failures are silently ignored.","A network error leaves the auth form stuck on 'Please wait...' forever, and a failed revoke looks successful.",Wrap fetch calls in try/catch and surface errors,client-fetch-error-handling
A1-20,A,A1,Invalid status filter is silently ignored,correctness,low,src/app/api/ideas/route.ts,13-19,Passing ?status=bogus returns all ideas instead of a 400 error.,,Return 400 on an invalid status value,invalid-status-filter-ignored
A1-21,A,A1,docker-compose exposes Postgres with default credentials,infra,low,docker-compose.yml,5-10,"Port 5432 is published on all interfaces with the credentials idealog/idealog, matching .env.example, with no healthcheck or pinned patch version.","On a server or shared network, the database is reachable with a publicly known password.",Bind to 127.0.0.1 and source credentials from env,postgres-exposed-default-creds
A1-22,A,A1,Runtime version and dependency hygiene,dependencies,low,README.md,23,"The README says Node 20+, which is past end of life, there is no engines field or .nvmrc, and @prisma/client is a caret range while prisma is pinned exactly.",,"Target Node 22+, add engines field, pin Prisma packages together",node-engines-version-mismatch
A1-23,A,A1,No logging or monitoring,infra,low,src/lib/prisma.ts,10,"Only Prisma errors are logged; failed logins, registrations and 5xx responses are not recorded anywhere.",,Add structured auth logging and an error reporter,no-logging-monitoring
A1-24,A,A1,Post-login redirect loses destination and status/score UI lacks accessibility roles,accessibility,low,src/proxy.ts,14-16,"The login redirect drops the original URL, and status tabs and the score radiogroup have no ARIA roles or arrow-key handling, and error messages have no role=alert.",,Add a validated return URL and fix ARIA roles,accessibility-gaps
A1-25,A,A1,Dead public API route duplicates share logic,correctness,informational,src/app/api/share/[token]/route.ts,,"This route is unused by any page or component; /s/[token] queries Prisma directly and recomputes the delta separately, creating two copies of the same logic.",,Remove the route or reuse it,unused-duplicate-share-api-route
A1-26,A,A1,Duplicate database query on the share page,performance,informational,src/app/s/[token]/page.tsx,,"The same findUnique query runs twice per request, once in generateMetadata and once in the page.",,Wrap the query in React cache(),duplicate-db-query-share-page
A1-27,A,A1,Every page hits the database via SiteHeader,performance,informational,src/components/SiteHeader,,"SiteHeader in the root layout calls getCurrentUser() on every page render, including the public share page.",,Cache or scope the user lookup,getcurrentuser-called-every-render
A1-28,A,A1,Redundant database index,infra,informational,prisma/schema.prisma,,Idea_userId_idx is redundant since Idea_userId_status_idx already covers the same prefix.,,Drop the redundant index,db-schema-drift-missing-checks-redundant-index
A1-29,A,A1,Build-script allowlist duplicated across config files,infra,informational,package.json,,"Build-script allowlists are duplicated in both package.json and pnpm-workspace.yaml, and sharp is ignored.",,Consolidate the allowlist in one place,build-allowlist-config-duplication
A1-30,A,A1,Leftover create-next-app boilerplate assets,docs,informational,public/*.svg,,The default create-next-app SVG assets are unused anywhere in the app.,,Remove unused boilerplate assets,unused-boilerplate-assets
A1-31,A,A1,README wording and missing sections,docs,informational,README.md,,"The README has a wording typo ('unshareable' for 'shareable'), calls the session a 'cookie session' though it is a stateless JWT, and has no LICENSE, security or privacy or data-retention notes.",,Fix wording and add missing README sections,readme-inaccuracies-gaps
A1-32,A,A1,Session cookie is not __Host- prefixed,security,informational,src/lib/session.ts,,The session cookie name lacks the __Host- prefix hardening.,,Rename cookie with __Host- prefix,cookie-not-host-prefixed
A1-33,A,A1,Unverified Next 16 conventions,docs,informational,src/proxy.ts,,"The proxy export, config.matcher and the global LayoutProps<""/""> type could not be verified against Next 16 docs since node_modules is absent, and AGENTS.md warns this Next version differs from prior knowledge.",,Run pnpm install/build and confirm proxy behavior,unverified-next16-proxy-layoutprops-conventions
A2-01,A,A2,"Documented default JWT_SECRET is accepted, forging session cookies",security,high,.env.example,2,"The only secret check is length>=16, so the 33-character placeholder passes and the README says to keep it.","If production is configured from .env.example, anyone can sign an HS256 JWT with the public secret and a chosen sub, giving full account takeover for any known user id.","Reject placeholders, require 32+ bytes entropy, validate at startup",jwt-secret-placeholder-accepted
A2-02,A,A2,No rate limiting; bcrypt runs on the main thread,security,high,src/app/api/auth/login/route.ts,7,"No throttling, lockout or CAPTCHA exists on login or register, and bcryptjs runs on the Node main thread at cost 12.","Credential stuffing is unlimited, and concurrent requests can saturate the process CPU and take the app down.",Add rate limiting and use non-blocking password hashing,no-rate-limiting-bcrypt-cpu-cost
A2-03,A,A2,nanoid@6 requires Node 22+ but README/package.json target Node 20,dependencies,medium,package.json,19,"nanoid's engine range excludes Node 20, which the README documents as supported, and there is no engines field or .nvmrc.","On Node 20 the share-link route may fail at build or runtime, though this could not be confirmed without node_modules.","Set engines.node >=22, add .nvmrc, update README",node-engines-version-mismatch
A2-04,A,A2,User enumeration on register and login,security,medium,src/app/api/auth/register/route.ts,19-25,"Register returns a distinct 409 for an existing email, and login takes a measurably longer bcrypt compare when the email exists.","An attacker can build a target list of registered emails via the 409 response or timing, then use it for credential stuffing.",Use a generic response and a dummy bcrypt compare,account-enumeration
A2-05,A,A2,Predictions editable after hindsight is recorded,correctness,medium,src/app/api/ideas/[id]/route.ts,37-40,"PATCH lets the four prediction scores be changed at any time, including after an outcome exists, defeating the calibration feature.",A user can edit original scores after seeing the outcome so the calibration averages measure nothing.,Reject prediction edits once outcome is recorded,predictions-editable-after-outcome
A2-06,A,A2,"No password reset/change, email verification, or session revocation",security,medium,src/lib/auth.ts,"5,31-38","Sessions are stateless 30-day JWTs with logout only clearing the browser cookie, and there is no reset, change-password or email verification flow.","A stolen cookie stays valid up to 30 days after logout, a forgotten password locks a user out permanently, and anyone can register someone else's email.",Add session versioning and account-recovery flows,no-session-revocation-account-lifecycle
A2-07,A,A2,No security headers,security,medium,next.config.ts,3,"The Next config is empty, with no CSP, frame-ancestors, HSTS, Referrer-Policy or X-Content-Type-Options.","The authenticated UI can be framed and clickjacked, and there is no CSP backstop against future injection bugs.",Add a headers() block with standard security headers,no-security-headers
A2-08,A,A2,Unbounded queries and request bodies,performance,medium,src/app/api/ideas/route.ts,15-21,"The list endpoint loads every idea with no pagination, descriptions can be 5,000 characters, and request bodies have no size limit before Zod validation.","One account can create thousands of ideas, making /ideas and /api/ideas return multi-megabyte payloads that slow the server.","Paginate, cap ideas per user, reject oversized bodies early",unbounded-queries-no-pagination
A2-09,A,A2,docker-compose exposes Postgres with default credentials on all interfaces,infra,medium,docker-compose.yml,5-10,Credentials idealog/idealog are used and port 5432 is published to 0.0.0.0.,"On a shared network or cloud VM, anyone who can reach port 5432 can log in and read every password hash.",Bind to loopback and read credentials from env,postgres-exposed-default-creds
A2-10,A,A2,"No tests, CI or type-check script",tests,medium,package.json,5-13,"There is no test runner, no test or typecheck script, and no CI configuration anywhere.",A cross-user read or a status/score bug can ship silently since ownership checks and scoring math have no regression protection.,"Add unit/API tests and a CI pipeline running lint, typecheck, tests and build",no-tests
A2-11,A,A2,No deployment or production runbook,infra,medium,package.json,12,"There is no Dockerfile, no prisma migrate deploy step, no health endpoint, and secure cookies silently depend on undocumented NODE_ENV handling.","Migrations, including the CHECK-constraint migration, may never be applied in production, and serving over plain HTTP silently breaks login by dropping the Secure cookie.",Script a migrate deploy release step and document env vars/TLS,no-deployment-pipeline
A2-12,A,A2,Duplicate registration race returns a 500,correctness,low,src/app/api/auth/register/route.ts,19-30,Registration does a check-then-insert with no handling of the Prisma unique-violation P2002.,"Two concurrent requests for the same email both pass the findUnique check, and the second create throws an unhandled 500.",Catch P2002 and return the intended duplicate response,register-race-condition-500
A2-13,A,A2,"No error handling around database calls, and no error pages",correctness,low,src/app route handlers,,"Prisma calls are not wrapped in try/catch, and there is no error.tsx, global-error.tsx or not-found.tsx.",A database outage or unexpected throw surfaces as an opaque 500 with nothing recorded about the failure.,Add a try/catch wrapper with logging plus error/not-found pages,unhandled-errors-no-error-pages
A2-14,A,A2,verifySessionToken swallows secret misconfiguration,correctness,low,src/lib/auth.ts,44-51,"getSecretKey() throws inside the same try block used for verification, so a missing or short JWT_SECRET is treated as an invalid token.","/ideas silently redirects to /login for everyone while login itself 500s, making the root cause hard to find.",Validate the secret at startup; only catch verification errors,jwt-secret-missing-fails-late-silent-logout
A2-15,A,A2,JWT claims are minimal and loosely verified,security,low,src/lib/auth.ts,31-47,"jwtVerify pins no algorithms, issuer or audience, and the email claim is embedded in the token but never revalidated against the database.","A stale email claim could persist after an email change, or token reuse could occur if a second service shared the secret.","Pin algorithms, add issuer/audience, drop email from token",jwt-verification-not-pinned
A2-16,A,A2,getCurrentUser loads the full user row including passwordHash,security,low,src/lib/session.ts,40,The lookup has no select clause and runs on every page render through the layout header.,Any future code that serializes the user object into a response would expose the password hash.,"Select only id, email and name",get-current-user-loads-password-hash
A2-17,A,A2,bcrypt 72-byte truncation and weak password policy,security,low,src/lib/validation.ts,6,"Passwords up to 200 characters are accepted but bcrypt only uses the first 72 bytes, and the only rule is an 8-character minimum.",Two different long passwords sharing the same 72-byte prefix are treated as identical.,Cap at 72 bytes or switch to argon2,bcrypt-72-byte-truncation
A2-18,A,A2,No CSRF or Origin defence beyond SameSite=Lax,security,low,src/lib/session.ts,18,Handlers call req.json() regardless of Content-Type and never check Origin.,"Same-site sibling subdomains and login CSRF, where an attacker signs a victim into the attacker's account, are not covered.",Require JSON Content-Type and check Origin/Sec-Fetch-Site,no-csrf-origin-check
A2-19,A,A2,Ideas can be left in inconsistent status/outcome states,correctness,low,src/lib/validation.ts,33,"PATCH lets status change without touching outcome or hindsight, and the database enforces no relationship between them.","Dashboards can mislabel ideas as DONE with no outcome, or ACTIVE while still carrying stale hindsight scores counted in calibration.",Drop status from the generic update schema and add a DB CHECK,status-outcome-inconsistency-db
A2-20,A,A2,Hindsight forms don't show what the scales mean,correctness,low,src/components/outcome-form.tsx,97-103,"Cost and reversibility are inverted scales (5=cheap, 5=easy to undo) but the hint text only exists on the create form, not the hindsight forms.","A user re-scoring cost in hindsight can misread 5 as expensive, flipping the delta sign and corrupting calibration.",Show the same score hints on every ScorePicker,hindsight-scale-meaning-not-shown
A2-21,A,A2,Client requests have no network-error handling,correctness,low,src/components/auth-form.tsx,26,"fetch calls are not wrapped in try/catch, and failed deletes or shares are silently ignored.",On a dropped connection the submit button stays on 'Please wait...' forever and the user must reload.,Wrap fetch in try/finally and surface errors,client-fetch-error-handling
A2-22,A,A2,"Public share pages have no noindex, and a duplicate unused API endpoint exists",security,low,src/app/s/[token]/page.tsx,12-22,"The share page has no robots or Referrer-Policy metadata and queries the DB twice per request, and /api/share/[token] duplicates the same logic unused anywhere.","A publicly posted share link can be indexed by crawlers, and the unused endpoint can drift out of sync with the page it duplicates.","Add noindex metadata, cache the query, remove or reuse the API route",share-links-no-noindex-no-expiry
A2-23,A,A2,next/font/google needs network access at build time,infra,low,src/app/layout.tsx,2-14,Geist fonts are fetched from Google during the build.,"The build may fail in offline or restricted CI, though this could not be confirmed.",Use next/font/local or the geist package,nextfont-google-build-network-dependency
A2-24,A,A2,Redundant index and CHECK constraints missing from schema.prisma,infra,informational,prisma/schema.prisma,55-56,"The userId index is redundant with the composite userId+status index, and the CHECK constraints added in a raw migration are not represented in schema.prisma, so a schema-only rebuild would silently drop them.",,Drop the redundant index and treat migrations as source of truth,db-schema-drift-missing-checks-redundant-index
A2-25,A,A2,Unused boilerplate assets and README gaps,docs,informational,public/*.svg,,"The default create-next-app SVG assets and favicon are unused, and the README has a wording typo, contradicts the Node version finding, and has no production section.",,Remove boilerplate assets and expand the README,unused-boilerplate-assets
A2-26,A,A2,Accessibility gaps in tabs and score picker,accessibility,informational,src/components/ideas-dashboard.tsx,73-86,"Status tabs are plain buttons with no role=tab or aria-selected, and ScorePicker uses role=radio with no arrow-key handling or roving tabindex.",,Implement the ARIA tabs and radiogroup patterns,accessibility-gaps
A3-01,A,A3,Placeholder JWT_SECRET passes validation and README says to keep it,security,high,.env.example,2,"The only check is secret.length<16, so the 33-character placeholder passes and the README says to keep the defaults.","A deployment copying .env.example signs sessions with a publicly known key, letting anyone mint a token for a victim's user id.","Reject placeholders, require 32+ bytes entropy",jwt-secret-placeholder-accepted
A3-02,A,A3,No rate limiting or lockout; CPU-heavy hashing,security,high,src/app/api/auth/login/route.ts,7,"Nothing throttles login or register by IP or account, the password minimum is 8 characters, and bcryptjs cost-12 hashing runs on the single Node thread.","Unlimited password guessing is possible, and a flood of requests with long passwords can saturate CPU and stall the whole app including public pages.",Add rate limiting/lockout and use off-thread password hashing,no-rate-limiting-bcrypt-cpu-cost
A3-03,A,A3,Missing/short JWT_SECRET fails late and leaves a half-created account,correctness,medium,src/lib/auth.ts,7-13,"The secret is validated lazily on first sign/verify rather than at startup, and register creates the user row before calling setSessionCookie.","With an unset or short secret, registration returns 500 but the user row already exists, and proxy.ts swallows the throw and redirects every request to login, masking a config error as an auth problem.",Validate env vars at boot and fail fast,jwt-secret-missing-fails-late-silent-logout
A3-04,A,A3,"Sessions can't be revoked; no password reset, change or email verification",security,medium,src/lib/auth.ts,31-38,"Sessions are stateless 30-day JWTs with logout only clearing the cookie, and there is no account-recovery or email-confirmation flow.","A stolen cookie stays valid up to 30 days after logout, and a forgotten password means permanent lockout.","Add session versioning, email verification and reset flows",no-session-revocation-account-lifecycle
A3-05,A,A3,Account enumeration via register error and login timing,security,medium,src/app/api/auth/register/route.ts,19-25,"Register returns a distinct 409 for existing emails, and login runs a bcrypt compare only when the email exists, creating a timing difference.",An attacker can enumerate registered emails and target them with password guessing.,Use a generic response and a dummy bcrypt compare,account-enumeration
A3-06,A,A3,Predictions editable after outcome is recorded,correctness,medium,src/app/api/ideas/[id]/route.ts,37-40,"PATCH accepts new prediction scores at any time, including after an outcome exists, undermining the app's core calibration comparison.","After recording an outcome, a user can rewrite the original predictions so the calibration numbers look artificially accurate.",Reject prediction edits once outcomeRecordedAt is set,predictions-editable-after-outcome
A3-07,A,A3,status and outcome data can become inconsistent,correctness,medium,src/lib/validation.ts,33,"The generic PATCH lets status change without touching outcome or hindsight, and the database has no constraint tying them together.","A PATCH to status ACTIVE on a finished idea leaves outcome and hindsight scores in place, and calibration still counts it since it filters only on hindsightTotal.",Remove status from the generic schema and add a DB CHECK,status-outcome-inconsistency-db
A3-08,A,A3,Registration race returns a 500,correctness,medium,src/app/api/auth/register/route.ts,19-30,Registration does a findUnique check then a create with no handling of the unique-constraint violation.,"Two concurrent registrations for the same email both pass the check, and one gets an unhandled Prisma P2002 and a 500.",Catch P2002 around create and return a generic response,register-race-condition-500
A3-09,A,A3,No production migration path,infra,medium,package.json,12,"The only migration script is the interactive prisma migrate dev, with no migrate deploy script and no documented production procedure.","An operator following the README could run migrate dev against a production database, which can prompt to reset the schema and delete data.",Add a db:deploy script and document the release sequence,no-deployment-pipeline
A3-10,A,A3,There are no tests,tests,medium,package.json,,"There is no test script, test dependency or test files anywhere in the repository.","Nothing checks ownership scoping, share-token lifecycle, validation boundaries or scoring/calibration math, so a regression can ship silently.",Add integration and unit tests covering auth and scoring,no-tests
A3-11,A,A3,No deployment or CI configuration,infra,medium,repository root,,"There is no Dockerfile, CI workflow, health-check endpoint, structured logging or error monitoring.","No automated lint/typecheck gate exists, there is no readiness probe for an orchestrator, and production failures are invisible.","Add a CI pipeline, container config, health route and logging",no-deployment-pipeline
A3-12,A,A3,docker-compose Postgres exposed on all interfaces with default credentials,infra,low,docker-compose.yml,5-10,Credentials idealog/idealog are used with the port mapping bound to 0.0.0.0.,"If reused on a shared or internet-reachable host, anyone can connect directly to the database.",Bind to loopback and read credentials from env,postgres-exposed-default-creds
A3-13,A,A3,No security headers configured,security,low,next.config.ts,3-5,"There is no CSP, HSTS, X-Content-Type-Options, Referrer-Policy or frame-ancestors configured.",The app can be framed and has no defense-in-depth against a future XSS bug.,Add a headers() block in next.config.ts,no-security-headers
A3-14,A,A3,Auth endpoints have no CSRF or Content-Type guard,security,low,src/app/api/auth/login/route.ts,8,req.json() parses any Content-Type and no Origin check exists on mutating routes.,A cross-site text/plain form post to login can log a victim into an attacker's account (login CSRF).,Require JSON Content-Type and verify Origin/Sec-Fetch-Site,no-csrf-origin-check
A3-15,A,A3,jwtVerify does not pin the algorithm,security,low,src/lib/auth.ts,44,"No algorithms option is passed to jwtVerify, though a symmetric key already limits it to HS* algorithms.",,"Pass algorithms: [""HS256""] explicitly",jwt-verification-not-pinned
A3-16,A,A3,bcrypt truncates passwords beyond 72 bytes; weak policy,security,low,src/lib/validation.ts,6,"The schema allows 200-character passwords but bcrypt ignores everything past byte 72, and the only rule is an 8-character minimum.",Two different long passwords sharing the same 72-byte prefix are treated as identical.,Cap at 72 bytes or use argon2; add breach check,bcrypt-72-byte-truncation
A3-17,A,A3,"Public shared pages have no noindex, referrer policy or cache headers",security,low,src/app/s/[token]/page.tsx,12-22,"The token is the only protection; there is no robots noindex and no Referrer-Policy, and the page queries the DB twice per view.",A link pasted somewhere crawlable gets the private idea indexed by search engines.,Add noindex/referrer metadata and cache the query,share-links-no-noindex-no-expiry
A3-18,A,A3,Two unused API routes duplicate page logic,correctness,low,src/app/api/share/[token]/route.ts,9,"Neither /api/share/[token] nor /api/auth/me is called from anywhere in src, and the share route re-implements serialization slightly differently from the page.",,Delete the unused routes or share one serializer,unused-duplicate-share-api-route
A3-19,A,A3,Client-side hydration mismatches,correctness,low,src/components/share-control.tsx,18-23,"ShareControl branches on typeof window during render so server and client render different origins, and toLocaleDateString can differ between server and client locale/timezone.","This can produce React hydration warnings and a flash of a wrong value, though it was not run to confirm.",Compute origin in an effect and use a fixed date format,hydration-mismatch-share-control-dates
A3-20,A,A3,Client fetch calls have no network-failure handling,correctness,low,src/components/auth-form.tsx,26,"fetch calls have no try/catch, and failed deletes or revokes on a non-OK response are silently swallowed.","On a dropped connection the loading state stays true forever, and a failed revoke shows no error so the user believes a link was revoked when it was not.",Wrap fetch in try/finally and surface errors,client-fetch-error-handling
A3-21,A,A3,Ownership is checked in a separate read before an unscoped update,security,low,src/app/api/ideas/[id]/route.ts,25-40,"Routes call findFirst({id,userId}) and then update({where:{id}}) without repeating the ownership filter on the write.",A concurrent delete between the check and the update makes the write throw an unhandled P2025/500; a future refactor dropping the pre-check would become an IDOR.,Use updateMany/deleteMany scoped by id and userId,toctou-ownership-check-then-update
A3-22,A,A3,Users and ideas are unbounded,performance,low,src/app/api/ideas/route.ts,15-21,"The idea list has no pagination or limit and is sorted in JS, with no per-user quota and no request body size limit.","An account can fill the database with unlimited ideas, making the dashboard slow for that account.","Add pagination, a per-user quota and body-size checks",unbounded-queries-no-pagination
A3-23,A,A3,Validation errors are returned raw and unhelpful; invalid status ignored,correctness,low,src/app/api/auth/login/route.ts,12,"Raw Zod messages omit the field name and form inputs carry no maxLength, and GET /api/ideas?status=bogus is silently ignored instead of returning 400.",,Return structured field/message errors and validate status,raw-validation-error-messages-no-maxlength
A3-24,A,A3,README inaccuracies and gaps,docs,informational,README.md,10,"The README has a wording issue ('unshareable/unguessable'), says bcrypt when the code uses bcryptjs, an unconfirmed Node version claim, and documents no production deployment, secret generation or backup procedure.",,Correct wording and add missing production documentation,readme-inaccuracies-gaps
A3-25,A,A3,"Database design notes: case-sensitive email, redundant index, CHECKs outside schema",infra,informational,prisma/schema.prisma,19,"Email uniqueness is case-sensitive and relies on app-side lowercasing, the userId index is redundant with the composite index, and the CHECK constraints live only in raw SQL outside schema.prisma.",,Use citext or a lower(email) index; drop redundant index,db-schema-drift-missing-checks-redundant-index
A3-26,A,A3,Prisma client/CLI version skew and build-time font fetch,dependencies,informational,package.json,16,"@prisma/client is a caret range while prisma is pinned exactly, risking version skew on a re-resolve, and next/font/google fetches fonts at build time.",,Pin both Prisma packages exactly; use next/font/local,prisma-version-skew
A3-27,A,A3,"Small design leftovers: serializeIdea userId, lost redirect target, stale JWT email",security,informational,src/lib/types.ts,4,"serializeIdea sends the unneeded userId to the client, the login redirect drops the original URL, and the JWT carries an email claim nothing reads.",,"Trim serialized fields, add return-to redirect, drop email from JWT",serialize-idea-overexposure
A3-28,A,A3,Missing product and compliance features,docs,informational,src/app,,"There is no account or data deletion/export, no terms or privacy policy, and no custom error.tsx, not-found.tsx or loading.tsx.",,"Add account deletion/export, policy pages and error boundaries",no-account-deletion-gdpr-compliance
